Entity ID,Beginning Date,Ending Date,Agency,Vendor,Vendor ID,Map Projection,Datum,Resolution,Resolution Unit,File Format,Product Type,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE  Corner Lat,NE  Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW  Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID
IFSARAK2012N6545W16130_01,2012/07/09,2012/07/26,USGS,IntermapTechnologiesInc.,ORI_n6545w16130P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°52'29.95"N,161°22'32"W,65°59'58.53"N,161°34'37.37"W,66°00'53.10"N,161°14'46.17"W,65°45'00.58"N,161°10'33.25"W,65°44'06.57"N,161°30'13.08"W,65.874986,-161.3755554,65.9995916,-161.5770471,66.01475,-161.2461583,65.7501611,-161.1759027,65.7351583,-161.5036333,IFSARAK2012N6545W16130_01,IFSARAK2012N6545W16130_01
IFSARAK2012N6545W16145_01,2012/07/09,2012/07/26,USGS,IntermapTechnologiesInc.,ORI_n6545w16145P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°52'29.93"N,161°37'32.07"W,65°59'57.77"N,161°49'45.64"W,66°00'54.55"N,161°29'47.10"W,65°45'01.30"N,161°25'25.16"W,65°44'05.10"N,161°45'12.28"W,65.8749804,-161.6255749,65.9993805,-161.8293443,66.0151527,-161.4964166,65.7503611,-161.4236554,65.7347499,-161.7534111,IFSARAK2012N6545W16145_01,IFSARAK2012N6545W16145_01
IFSARAK2012N6545W16200_01,2012/07/09,2012/07/26,USGS,IntermapTechnologiesInc.,ORI_n6545w16200P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°52'29.91"N,161°52'32.13"W,65°59'56.89"N,162°04'53.89"W,66°00'55.92"N,161°44'48.01"W,65°45'02.11"N,161°40'17.10"W,65°44'03.69"N,162°00'11.48"W,65.8749749,-161.8755916,65.999136,-162.081636,66.0155333,-161.7466694,65.7505861,-161.6714166,65.7343583,-162.0031888,IFSARAK2012N6545W16200_01,IFSARAK2012N6545W16200_01
IFSARAK2012N6600W16615_01,2012/07/10,2012/07/12,USGS,IntermapTechnologiesInc.,ORI_n6600w16615P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°07'29.79"N,166°07'31.82"W,66°14'38.66"N,166°22'13.12"W,66°16'18.42"N,166°00'06.56"W,66°00'19.73"N,165°52'58.26"W,65°58'41.01"N,166°14'52.27"W,66.1249416,-166.1255054,66.2440721,-166.370311,66.2717832,-166.0018222,66.0054805,-165.8828499,65.9780582,-166.2478527,IFSARAK2012N6600W16615_01,IFSARAK2012N6600W16615_01
IFSARAK2012N6600W16630_01,2012/07/10,2012/07/12,USGS,IntermapTechnologiesInc.,ORI_n6600w16630P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°07'29.80"N,166°22'32.01"W,66°14'37.42"N,166°37'21.20"W,66°16'19.79"N,166°15'08.12"W,66°00'20.96"N,166°07'50.62"W,65°58'39.66"N,166°29'51.10"W,66.1249443,-166.3755582,66.2437277,-166.6225554,66.2721638,-166.2522555,66.0058222,-166.1307277,65.9776832,-166.4975277,IFSARAK2012N6600W16630_01,IFSARAK2012N6600W16630_01
IFSARAK2012N6600W16645_01,2012/07/10,2012/07/12,USGS,IntermapTechnologiesInc.,ORI_n6600w16645P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°07'29.85"N,166°37'32.06"W,66°14'36.12"N,166°52'29.08"W,66°16'21.12"N,166°30'09.51"W,66°00'22.33"N,166°22'42.87"W,65°58'38.42"N,166°44'49.80"W,66.1249582,-166.6255721,66.2433666,-166.8747443,66.2725332,-166.5026416,66.0062027,-166.3785749,65.9773388,-166.7471666,IFSARAK2012N6600W16645_01,IFSARAK2012N6600W16645_01
IFSARAK2012N6600W16700_01,2012/07/10,2012/07/12,USGS,IntermapTechnologiesInc.,ORI_n6600w16700P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°07'29.76"N,166°52'31.88"W,66°14'34.75"N,167°07'36.76"W,66°16'22.40"N,166°45'10.74"W,66°00'23.50"N,166°37'34.88"W,65°58'36.98"N,166°59'48.22"W,66.1249332,-166.8755221,66.242986,-167.1268777,66.2728888,-166.7529833,66.0065277,-166.6263554,65.9769388,-166.9967277,IFSARAK2012N6600W16700_01,IFSARAK2012N6600W16700_01
IFSARAK2012N6615W16615_01,2012/07/10,2012/07/12,USGS,IntermapTechnologiesInc.,ORI_n6615w16615P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°22'29.82"N,166°07'31.90"W,66°29'38.69"N,166°22'17.04"W,66°31'17.90"N,166°00'06.37"W,66°15'19.76"N,165°52'54.60"W,66°13'41.59"N,166°14'52.57"W,66.3749499,-166.1255277,66.4940805,-166.3713999,66.5216388,-166.0017694,66.2554888,-165.8818332,66.2282193,-166.247936,IFSARAK2012N6615W16615_01,IFSARAK2012N6615W16615_01
IFSARAK2012N6600W16415_01,2012/07/12,2012/07/14,USGS,IntermapTechnologiesInc.,ORI_n6600w16415P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°07'29.87"N,164°07'31.96"W,66°14'48.09"N,164°21'09.45"W,66°16'07.73"N,163°59'56.83"W,66°00'10.65"N,163°54'01.81"W,65°58'51.83"N,164°15'02.27"W,66.1249638,-164.1255443,66.2466916,-164.352625,66.2688138,-163.9991194,66.0029583,-163.9005027,65.9810638,-164.2506305,IFSARAK2012N6600W16415_01,IFSARAK2012N6600W16415_01
IFSARAK2012N6600W16430_01,2012/07/12,2012/07/14,USGS,IntermapTechnologiesInc.,ORI_n6600w16430P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°07'29.85"N,164°22'31.94"W,66°14'47.04"N,164°36'17.42"W,66°16'09.12"N,164°14'58.06"W,66°00'11.62"N,164°08'53.86"W,65°58'50.40"N,164°30'01.01"W,66.1249582,-164.3755388,66.2463999,-164.6048388,66.2691999,-164.249461,66.0032277,-164.1482944,65.9806666,-164.5002805,IFSARAK2012N6600W16430_01,IFSARAK2012N6600W16430_01
IFSARAK2012N6600W16445_01,2012/07/12,2012/07/14,USGS,IntermapTechnologiesInc.,ORI_n6600w16445P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°07'29.85"N,164°37'31.86"W,66°14'45.91"N,164°51'25.49"W,66°16'10.46"N,164°29'59.02"W,66°00'12.73"N,164°23'45.68"W,65°58'49.06"N,164°44'59.89"W,66.1249582,-164.6255166,66.246086,-164.8570805,66.2695721,-164.4997277,66.0035361,-164.3960221,65.9802943,-164.7499694,IFSARAK2012N6600W16445_01,IFSARAK2012N6600W16445_01
IFSARAK2012N6600W16500_01,2012/07/12,2012/07/14,USGS,IntermapTechnologiesInc.,ORI_n6600w16500P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°07'29.75"N,164°52'32.09"W,66°14'44.68"N,165°06'33.67"W,66°16'11.71"N,164°45'00.51"W,66°00'13.75"N,164°38'38.02"W,65°58'47.63"N,164°59'58.86"W,66.1249304,-164.8755804,66.2457444,-165.1093527,66.2699193,-164.7501416,66.0038194,-164.6438944,65.9798971,-164.9996833,IFSARAK2012N6600W16500_01,IFSARAK2012N6600W16500_01
IFSARAK2012N6615W16415_01,2012/07/12,2012/07/14,USGS,IntermapTechnologiesInc.,ORI_n6615w16415P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°22'29.83"N,164°07'31.97"W,66°29'48.09"N,164°21'12.75"W,66°31'07.26"N,163°59'56.58"W,66°15'10.58"N,163°53'58.62"W,66°13'52.23"N,164°15'02.50"W,66.3749527,-164.1255471,66.4966916,-164.3535416,66.5186832,-163.9990499,66.2529388,-163.8996166,66.2311749,-164.2506944,IFSARAK2012N6615W16415_01,IFSARAK2012N6615W16415_01
IFSARAK2012N6615W16430_01,2012/07/12,2012/07/14,USGS,IntermapTechnologiesInc.,ORI_n6615w16430P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°22'29.85"N,164°22'31.84"W,66°29'47.09"N,164°36'20.68"W,66°31'08.69"N,164°14'57.70"W,66°15'11.59"N,164°08'50.48"W,66°13'50.85"N,164°30'01.12"W,66.3749582,-164.375511,66.4964138,-164.6057444,66.5190804,-164.249361,66.2532194,-164.1473555,66.2307916,-164.5003111,IFSARAK2012N6615W16430_01,IFSARAK2012N6615W16430_01
IFSARAK2012N6615W16445_01,2012/07/12,2012/07/14,USGS,IntermapTechnologiesInc.,ORI_n6615w16445P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°22'29.80"N,164°37'32.01"W,66°29'45.83"N,164°51'29.05"W,66°31'09.90"N,164°29'58.88"W,66°15'12.72"N,164°23'42.52"W,66°13'49.54"N,164°45'00.28"W,66.3749443,-164.6255582,66.4960638,-164.8580694,66.5194166,-164.4996888,66.2535333,-164.3951444,66.2304277,-164.7500777,IFSARAK2012N6615W16445_01,IFSARAK2012N6615W16445_01
IFSARAK2012N6615W16500_01,2012/07/12,2012/07/14,USGS,IntermapTechnologiesInc.,ORI_n6615w16500P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°22'29.87"N,164°52'31.97"W,66°29'44.86"N,165°06'36.85"W,66°31'11.37"N,164°45'00.33"W,66°15'13.81"N,164°38'34.67"W,66°13'48.21"N,164°59'58.75"W,66.3749638,-164.8755471,66.4957944,-165.1102361,66.5198249,-164.7500916,66.2538361,-164.6429638,66.2300582,-164.9996527,IFSARAK2012N6615W16500_01,IFSARAK2012N6615W16500_01
IFSARAK2012N6630W16415_01,2012/07/12,2012/07/14,USGS,IntermapTechnologiesInc.,ORI_n6630w16415P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°37'29.84"N,164°07'31.99"W,66°44'48.17"N,164°21'15.92"W,66°46'06.85"N,163°59'56.53"W,66°30'10.53"N,163°53'55.59"W,66°28'52.68"N,164°15'02.55"W,66.6249554,-164.1255527,66.7467138,-164.3544222,66.7685693,-163.999036,66.502925,-163.8987749,66.4812999,-164.2507083,IFSARAK2012N6630W16415_01,IFSARAK2012N6630W16415_01
IFSARAK2012N6630W16430_01,2012/07/12,2012/07/14,USGS,IntermapTechnologiesInc.,ORI_n6630w16430P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°37'29.81"N,164°22'31.91"W,66°44'47.04"N,164°36'24.15"W,66°46'08.16"N,164°14'57.48"W,66°30'11.58"N,164°08'47.26"W,66°28'51.32"N,164°30'01.44"W,66.6249471,-164.3755304,66.7463999,-164.6067083,66.7689332,-164.2492999,66.5032166,-164.146461,66.4809221,-164.5004,IFSARAK2012N6630W16430_01,IFSARAK2012N6630W16430_01
IFSARAK2012N6630W16445_01,2012/07/12,2012/07/14,USGS,IntermapTechnologiesInc.,ORI_n6630w16445P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°37'29.82"N,164°37'31.97"W,66°44'45.84"N,164°51'32.47"W,66°46'09.41"N,164°29'58.55"W,66°30'12.76"N,164°23'39.10"W,66°28'50.07"N,164°45'00.49"W,66.6249499,-164.6255471,66.7460666,-164.8590194,66.7692804,-164.4995971,66.5035444,-164.3941944,66.4805749,-164.7501361,IFSARAK2012N6630W16445_01,IFSARAK2012N6630W16445_01
IFSARAK2012N6630W16500_01,2012/07/12,2012/07/14,USGS,IntermapTechnologiesInc.,ORI_n6630w16500P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°37'29.78"N,164°52'31.94"W,66°44'44.76"N,165°06'40.57"W,66°46'10.79"N,164°44'59.82"W,66°30'13.75"N,164°38'31.01"W,66°28'48.63"N,164°59'59.16"W,66.6249388,-164.8755388,66.7457666,-165.1112694,66.7696638,-164.7499499,66.5038194,-164.6419471,66.4801749,-164.9997666,IFSARAK2012N6630W16500_01,IFSARAK2012N6630W16500_01
IFSARAK2012N6800W16315_01,2012/07/12,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6800w16315P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°07'29.84"N,163°07'32.28"W,68°14'52.31"N,163°21'02.30"W,68°15'59.03"N,162°59'50.77"W,68°00'06.54"N,162°54'10.13"W,67°59'00.57"N,163°15'08.63"W,68.1249554,-163.1256332,68.2478638,-163.3506388,68.2663972,-162.997436,68.0018166,-162.9028138,67.9834916,-163.2523972,IFSARAK2012N6800W16315_01,IFSARAK2012N6800W16315_01
IFSARAK2012N6800W16330_01,2012/07/12,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6800w16330P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°07'29.81"N,163°22'32.24"W,68°14'51.36"N,163°36'11.11"W,68°16'00.37"N,163°14'51.72"W,68°00'07.39"N,163°09'01.31"W,67°58'59.18"N,163°30'07.60"W,68.1249471,-163.3756221,68.2475999,-163.6030861,68.2667693,-163.2476999,68.0020527,-163.1503638,67.9831054,-163.5021111,IFSARAK2012N6800W16330_01,IFSARAK2012N6800W16330_01
IFSARAK2012N6800W16345_01,2012/07/12,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6800w16345P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°07'29.81"N,163°37'32.04"W,68°14'50.29"N,163°51'19.48"W,68°16'01.57"N,163°29'52.68"W,68°00'08.46"N,163°23'52.61"W,67°58'57.99"N,163°45'06.25"W,68.1249471,-163.6255666,68.2473027,-163.8554111,68.2671027,-163.4979666,68.00235,-163.3979471,67.9827749,-163.7517361,IFSARAK2012N6800W16345_01,IFSARAK2012N6800W16345_01
IFSARAK2012N6800W16400_01,2012/07/12,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6800w16400P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°07'29.76"N,163°52'32.10"W,68°14'49.20"N,164°06'28.35"W,68°16'02.80"N,163°44'53.74"W,68°00'09.40"N,163°38'43.92"W,67°58'56.64"N,164°00'05.30"W,68.1249332,-163.8755832,68.2469999,-164.107875,68.2674443,-163.748261,68.0026111,-163.6455333,67.9823999,-164.0014722,IFSARAK2012N6800W16400_01,IFSARAK2012N6800W16400_01
IFSARAK2012N6815W16315_01,2012/07/12,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6815w16315P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°22'29.77"N,163°07'32.10"W,68°29'52.24"N,163°21'05.51"W,68°30'58.56"N,162°59'50.24"W,68°15'06.48"N,162°54'06.68"W,68°14'00.92"N,163°15'08.76"W,68.374936,-163.1255832,68.4978444,-163.3515305,68.5162666,-162.9972888,68.2518,-162.9018555,68.2335888,-163.2524333,IFSARAK2012N6815W16315_01,IFSARAK2012N6815W16315_01
IFSARAK2012N6815W16330_01,2012/07/12,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6815w16330P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°22'29.80"N,163°22'32.13"W,68°29'51.30"N,163°36'14.23"W,68°30'59.86"N,163°14'51.45"W,68°15'07.46"N,163°08'58.08"W,68°13'59.68"N,163°30'07.62"W,68.3749443,-163.3755916,68.4975833,-163.6039527,68.5166277,-163.2476249,68.2520722,-163.1494666,68.2332443,-163.5021166,IFSARAK2012N6815W16330_01,IFSARAK2012N6815W16330_01
IFSARAK2012N6815W16345_01,2012/07/12,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6815w16345P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°22'29.87"N,163°37'32.22"W,68°29'50.37"N,163°51'23"W,68°31'01.20"N,163°29'52.73"W,68°15'08.49"N,163°23'49.55"W,68°13'58.48"N,163°45'06.51"W,68.3749638,-163.6256166,68.4973249,-163.8563888,68.5169999,-163.4979805,68.2523583,-163.3970971,68.232911,-163.7518083,IFSARAK2012N6815W16345_01,IFSARAK2012N6815W16345_01
IFSARAK2012N6815W16400_01,2012/07/12,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6815w16400P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°22'29.83"N,163°52'32.10"W,68°29'49.31"N,164°06'31.77"W,68°31'02.45"N,163°44'53.61"W,68°15'09.45"N,163°38'40.61"W,68°13'57.16"N,164°00'05.40"W,68.3749527,-163.8755832,68.4970305,-164.108825,68.5173471,-163.7482249,68.252625,-163.6446138,68.2325443,-164.0015,IFSARAK2012N6815W16400_01,IFSARAK2012N6815W16400_01
IFSARAK2012N6830W16315_01,2012/07/12,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6830w16315P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°37'29.80"N,163°07'32.31"W,68°44'52.39"N,163°21'08.97"W,68°45'58.29"N,162°59'50.34"W,68°30'06.40"N,162°54'03.73"W,68°29'01.27"N,163°15'09.03"W,68.6249443,-163.1256416,68.747886,-163.3524916,68.7661916,-162.9973166,68.5017777,-162.9010361,68.483686,-163.2525083,IFSARAK2012N6830W16315_01,IFSARAK2012N6830W16315_01
IFSARAK2012N6830W16330_01,2012/07/12,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6830w16330P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°37'29.73"N,163°22'32.34"W,68°44'51.26"N,163°36'17.96"W,68°45'59.41"N,163°14'51.30"W,68°30'07.36"N,163°08'54.87"W,68°29'00.01"N,163°30'08.13"W,68.6249249,-163.3756499,68.7475721,-163.6049888,68.7665027,-163.2475833,68.5020444,-163.1485749,68.483336,-163.5022583,IFSARAK2012N6830W16330_01,IFSARAK2012N6830W16330_01
IFSARAK2012N6830W16345_01,2012/07/12,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6830w16345P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°37'29.80"N,163°37'32.24"W,68°44'50.34"N,163°51'26.63"W,68°46'00.75"N,163°29'52.40"W,68°30'08.40"N,163°23'46.07"W,68°28'58.82"N,163°45'06.83"W,68.6249443,-163.6256221,68.7473166,-163.8573972,68.7668749,-163.4978888,68.5023333,-163.3961305,68.4830054,-163.7518972,IFSARAK2012N6830W16345_01,IFSARAK2012N6830W16345_01
IFSARAK2012N6830W16400_01,2012/07/12,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6830w16400P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°37'29.84"N,163°52'32.18"W,68°44'49.30"N,164°06'35.30"W,68°46'01.98"N,163°44'53.53"W,68°30'09.50"N,163°38'37.35"W,68°28'57.67"N,164°00'05.59"W,68.6249554,-163.8756054,68.7470277,-164.1098055,68.7672166,-163.7482027,68.5026388,-163.6437083,68.482686,-164.0015527,IFSARAK2012N6830W16400_01,IFSARAK2012N6830W16400_01
IFSARAK2012N6845W16315_01,2012/07/12,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6845w16315P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°52'29.75"N,163°07'32.37"W,68°59'52.31"N,163°21'12.51"W,69°00'57.80"N,162°59'50.02"W,68°45'06.39"N,162°54'00.43"W,68°44'01.67"N,163°15'09.43"W,68.8749304,-163.1256582,68.9978638,-163.353475,69.0160555,-162.9972277,68.751775,-162.9001194,68.7337971,-163.2526194,IFSARAK2012N6845W16315_01,IFSARAK2012N6845W16315_01
IFSARAK2012N6845W16330_01,2012/07/12,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6845w16330P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°52'29.83"N,163°22'32.27"W,68°59'51.33"N,163°36'21.45"W,69°00'59.07"N,163°14'50.85"W,68°45'07.50"N,163°08'51.34"W,68°44'00.56"N,163°30'08.39"W,68.8749527,-163.3756304,68.9975916,-163.6059583,69.0164083,-163.2474583,68.7520833,-163.1475944,68.7334888,-163.5023305,IFSARAK2012N6845W16330_01,IFSARAK2012N6845W16330_01
IFSARAK2012N6845W16345_01,2012/07/12,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6845w16345P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°52'29.72"N,163°37'32.35"W,68°59'50.24"N,163°51'30.39"W,69°01'00.23"N,163°29'52.13"W,68°45'08.35"N,163°23'42.64"W,68°43'59.19"N,163°45'07.27"W,68.8749221,-163.6256527,68.9972888,-163.8584416,69.0167304,-163.4978138,68.7523194,-163.3951777,68.7331082,-163.7520194,IFSARAK2012N6845W16345_01,IFSARAK2012N6845W16345_01
IFSARAK2012N6845W16400_01,2012/07/12,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6845w16400P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°52'29.78"N,163°52'32.09"W,68°59'49.22"N,164°06'38.94"W,69°01'01.47"N,163°44'53.06"W,68°45'09.47"N,163°38'33.64"W,68°43'58.07"N,164°00'05.83"W,68.8749388,-163.8755804,68.9970055,-164.1108166,69.0170749,-163.7480721,68.7526305,-163.6426777,68.7327971,-164.0016194,IFSARAK2012N6845W16400_01,IFSARAK2012N6845W16400_01
IFSARAK2012N6700W16315_01,2012/07/13,2012/09/02,USGS,IntermapTechnologiesInc.,ORI_n6700w16315P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,67°07'29.90"N,163°07'32.03"W,67°14'52.30"N,163°20'49.21"W,67°16'00.69"N,162°59'51.61"W,67°00'06.62"N,162°54'22.33"W,66°58'58.98"N,163°15'07.48"W,67.1249721,-163.1255638,67.247861,-163.3470027,67.2668582,-162.9976694,67.0018388,-162.9062027,66.9830499,-163.2520777,IFSARAK2012N6700W16315_01,IFSARAK2012N6700W16315_01
IFSARAK2012N6700W16330_01,2012/07/13,2012/09/02,USGS,IntermapTechnologiesInc.,ORI_n6700w16330P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,67°07'29.85"N,163°22'32.15"W,67°14'51.23"N,163°35'57.83"W,67°16'01.94"N,163°14'52.68"W,67°00'07.56"N,163°09'14.01"W,66°58'57.62"N,163°30'06.64"W,67.1249582,-163.3755971,67.2475638,-163.5993971,67.2672054,-163.2479666,67.0021,-163.1538916,66.9826721,-163.5018444,IFSARAK2012N6700W16330_01,IFSARAK2012N6700W16330_01
IFSARAK2012N6700W16345_01,2012/07/13,2012/09/02,USGS,IntermapTechnologiesInc.,ORI_n6700w16345P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,67°07'29.86"N,163°37'32.15"W,67°14'50.30"N,163°51'06.15"W,67°16'03.33"N,163°29'53.89"W,67°00'08.50"N,163°24'05.76"W,66°58'56.26"N,163°45'05.43"W,67.124961,-163.6255971,67.2473055,-163.8517083,67.2675916,-163.4983027,67.0023611,-163.4016,66.9822943,-163.7515083,IFSARAK2012N6700W16345_01,IFSARAK2012N6700W16345_01
IFSARAK2012N6700W16400_01,2012/07/13,2012/09/02,USGS,IntermapTechnologiesInc.,ORI_n6700w16400P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,67°07'29.78"N,163°52'31.98"W,67°14'49.17"N,164°06'14.46"W,67°16'04.57"N,163°44'54.71"W,67°00'09.45"N,163°38'57.17"W,66°58'54.87"N,164°00'04.27"W,67.1249388,-163.8755499,67.2469916,-164.1040166,67.267936,-163.7485305,67.002625,-163.6492138,66.9819082,-164.0011861,IFSARAK2012N6700W16400_01,IFSARAK2012N6700W16400_01
IFSARAK2012N6715W16315_01,2012/07/13,2012/09/02,USGS,IntermapTechnologiesInc.,ORI_n6715w16315P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,67°22'29.86"N,163°07'32.09"W,67°29'52.26"N,163°20'52.46"W,67°31'00.24"N,162°59'51.36"W,67°15'06.59"N,162°54'19.30"W,67°13'59.36"N,163°15'07.81"W,67.374961,-163.1255804,67.4978499,-163.3479055,67.5167332,-162.9975999,67.2518305,-162.9053611,67.2331554,-163.2521694,IFSARAK2012N6715W16315_01,IFSARAK2012N6715W16315_01
IFSARAK2012N6715W16330_01,2012/07/13,2012/09/02,USGS,IntermapTechnologiesInc.,ORI_n6715w16330P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,67°22'29.87"N,163°22'32.10"W,67°29'51.35"N,163°36'01.08"W,67°31'01.63"N,163°14'52.35"W,67°15'07.51"N,163°09'10.77"W,67°13'58"N,163°30'06.83"W,67.3749638,-163.3755832,67.4975971,-163.6003,67.5171193,-163.2478749,67.2520861,-163.1529916,67.2327777,-163.5018972,IFSARAK2012N6715W16330_01,IFSARAK2012N6715W16330_01
IFSARAK2012N6715W16345_01,2012/07/13,2012/09/02,USGS,IntermapTechnologiesInc.,ORI_n6715w16345P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,67°22'29.81"N,163°37'31.93"W,67°29'50.27"N,163°51'09.27"W,67°31'02.86"N,163°29'53.36"W,67°15'08.44"N,163°24'02.30"W,67°13'56.64"N,163°45'05.48"W,67.3749471,-163.625536,67.4972971,-163.852575,67.517461,-163.4981555,67.2523444,-163.4006388,67.2323999,-163.7515222,IFSARAK2012N6715W16345_01,IFSARAK2012N6715W16345_01
IFSARAK2012N6715W16400_01,2012/07/13,2012/09/02,USGS,IntermapTechnologiesInc.,ORI_n6715w16400P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,67°22'29.89"N,163°52'32.10"W,67°29'49.30"N,164°06'18"W,67°31'04.25"N,163°44'54.52"W,67°15'09.54"N,163°38'53.97"W,67°13'55.41"N,164°00'04.65"W,67.3749693,-163.8755832,67.4970277,-164.105,67.5178471,-163.7484777,67.25265,-163.6483249,67.2320582,-164.0012916,IFSARAK2012N6715W16400_01,IFSARAK2012N6715W16400_01
IFSARAK2012N6730W16315_01,2012/07/13,2012/09/02,USGS,IntermapTechnologiesInc.,ORI_n6730w16315P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,67°37'29.85"N,163°07'32.13"W,67°44'52.29"N,163°20'55.53"W,67°45'59.83"N,162°59'51.29"W,67°30'06.55"N,162°54'16.41"W,67°28'59.76"N,163°15'07.92"W,67.6249582,-163.1255916,67.7478583,-163.3487583,67.7666194,-162.9975805,67.5018194,-162.9045583,67.4832666,-163.2522,IFSARAK2012N6730W16315_01,IFSARAK2012N6730W16315_01
IFSARAK2012N6730W16330_01,2012/07/13,2012/09/02,USGS,IntermapTechnologiesInc.,ORI_n6730w16330P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,67°37'29.86"N,163°22'32"W,67°44'51.37"N,163°36'04.08"W,67°46'01.21"N,163°14'52.14"W,67°30'07.46"N,163°09'07.65"W,67°28'58.40"N,163°30'06.79"W,67.624961,-163.3755554,67.7476027,-163.6011333,67.7670027,-163.2478166,67.5020722,-163.152125,67.4828888,-163.5018861,IFSARAK2012N6730W16330_01,IFSARAK2012N6730W16330_01
